,programTitle,infoCat,region,url,description,organization,contact,page
1591,['Local Food Week'],['Guides/Information'],[],['https://www.alberta.ca/local-food-week.aspx'],['\nExperience and celebrate Alberta’s growing local food industry.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1592,['Local Government Partnership Program'],[],[],['https://iafbc.ca/local-government-partnership-program/'],"['\nThe Local Government Partnership Program (LGPP) provides funding to help regional districts and municipalities develop, update and implement agricultural planning tools.\n']",['\nBritish Columbia Ministry of Agriculture\n'],['\n1-250-940-6150\n\nfunding@iafbc.ca\n\n'],17
1593,['London Research and Development Centre'],['Guides/Information'],[],['https://profils-profiles.science.gc.ca/en/research-centre/london-research-and-development-centre'],"['\nThe Centre focuses its research in three key areas - crop genomics, bioproducts, and biopesticides; protection and improvement of fruits and vegetable crops; and soil and water quality\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.londonrdc-crdlondon.aac@agr.gc.ca\n\n1-519-457-1470\n1-613-773-2600\n'],17
1594,['Looking for Extra Forage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/news/info_vbn0703a5.htm'],['\nInformation on finding extra forage.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1595,['MASC Lending'],[],[],['https://www.masc.mb.ca/masc.nsf/lending.html'],"['\nProvides beginning and established farmers with short, intermediate and long-term financing at reasonable interest rates and flexible repayment terms.\n']",['\n               Manitoba Agriculture and Resource Development\n               Manitoba Agricultural Services Corporation\n'],['\n\ninfo@masc.mb.ca\n\n1-204-239-3246\n'],17
1596,['Machinery Decision Making Tools'],[],[],['https://www.agriculture.alberta.ca/app21/ldcalc?calcId=107'],['\nA collection of planning tools to help members of the agriculture industry make decisions surrounding machinery.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1597,['Maintaining Quality in Large Bale Silage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/98-069.htm'],['\nInformation on maintaining quality in large bale silage.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1598,['Maintenance and Cleaning of Drip Irrigation'],['Guides/Information'],[],['https://www.alberta.ca/maintenance-and-cleaning-of-drip-irrigation.aspx'],"['\nDiscussion on the cleaning and maintaining of filter, tubing and emitters of drip irrigation systems in greenhouses.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1599,['Making Good Silage'],['Guides/Information'],[],['https://www.alberta.ca/making-good-silage.aspx'],['\nWhat are the key things to remember in making good silage?\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1600,['Making Hay in a Bullish Grain Market - Stepping Up Our Game'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/field/forages/makinghay.htm'],"['\nHigher hay prices, and higher land, fertilizer and input costs requires us to do the best we can to grow, harvest and store our forage crops for maximum yield and quality, with minimum losses.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1601,['Making Sense of Land Prices'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/business-and-economics/business-management/making-sense-of-land-prices.html'],"['\nNobody can predict the future, but producers need to ask if it’s going to be profitable to buy more land at these prices; if it’s more practical to rent land; or if it’s best to hold firm and not expand.\xa0\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n\nhttps://www.gov.mb.ca/agriculture/business-and-economics/farm-business-management-contacts.html\n\n'],18
1602,['Management Strategies for Brown Marmorated Stink Bug'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/insects/bmsb-manage.htm'],"['\nThe brown marmorated stink bug (BMSB) is a relatively new pest, and we are still learning about its biology and how to control it.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1603,['Management of Carrot Leaf Diseases'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/00-045.html'],['\nFactsheet that provides technical information on management of carrot leaf diseases.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1604,['Management of Organic Soils'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/93-053.htm'],['\nThis factsheet provides information on organic soils.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1605,['Management of Pepino Mosaic Virus in Greenhouse Tomatoes'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/01-017.htm'],['\nThis factsheet discusses management of pepino mosaic virus\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1606,['Management of Riparian Areas'],['Guides/Information'],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/water/riparian-areas/management'],"['\nManagement of riparian areas are directly linked to maintaining good soil and water conservation practices across the landscape and preserving, as much as possible, the integrity of the natural riparian zone.\n']",['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],18
1607,['Managing Agricultural Air Emissions'],['Guides/Information'],[],['https://www.alberta.ca/managing-agricultural-air-emissions.aspx'],"['\nFarmers can increase the sustainability of their farming operations by minimizing airborne emissions such as ammonia, dust and odour.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],18
1608,['Managing Agroclimate Risk'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate/managing-agroclimate-risk'],"['\nThe information here on farm management practices will help you to prepare and mitigate risk to your crops, livestock and land during drought conditions.\n']",['\nAgriculture Agri-Food Canada\n'],['\n\naafc.droughtwatch-guetterlasecheresse.aac@agr.gc.ca\n\n1-613-773-2600\n1-855-773-0241\n'],18
1609,['Managing Alternative Forages'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/weather/managingalternativeforages.htm'],['\nInformation on managing alternative forages.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1610,['Managing Commodity Price Risk Using Hedging Options'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/17-041.htm'],['\nThis factsheet provides an overview of commonly used price risk management tools as well as concise and easily understandable definitions of terms used by those providing risk management advice\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1611,['Managing Cutworms in Vegetable Crops'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/00-055.htm'],['\nThis Factsheet will look at managing cut worms.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1612,['Managing Dairy Rations when Feed Prices are Volatile'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/dairy/facts/09-055.htm'],['\nProfitability in dairy farming is dictated in large measure by managing feed costs and the efficiency by which feed is translated into milk production.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1613,['Managing Forage Supplies'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/chewingforage.htm'],['\nInformation on the managing of forage supplies. \xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1614,['Managing Forages in Dry Years'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/info_fordry.htm'],['\nInformation on managing forages in dry years. \xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1615,['Managing Heat Stress in Fed Cattle'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/06-107.htm'],['\nInformation on managing heat stress in fed cattle.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1616,['Managing Horse Pastures'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/horses/facts/pasture2.htm'],['\nInformation on managing horse pastures.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1617,['Managing Livestock Manure'],['Guides/Information'],[],['https://www.alberta.ca/managing-livestock-manure.aspx'],['\nProactively managing manure helps ensure a farm’s sustainability by addressing environmental risks through beneficial management practices.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],18
1618,['Managing Minor Phosphorus Leaks in Greenhouses'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/facts/17-021.htm'],['\nThis factsheet provides information on phosphorus leaks in greenhouses.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1619,['Managing Risks on Farms Open to the Public'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/15-005.htm'],['\nThis factsheet provides technical information on managing risk on farms that are open to the public.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1620,['Managing Weather Risks in Apples'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/neworchard/english/apples/17weather.html'],['\nInformation on managing weather risks in apples.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1621,['Managing the Effect of Wheel Traffic on Forage Yields'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/field/forages/wheeltraffic.htm'],"['\nThis research showed that there can be significant yield losses as a result of wheel traffic damage, and that some alfalfa varieties are more susceptible than others.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1622,['Managing the Lygus Bug in Greenhouse Crops'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/12-015.htm'],['\nThis factsheet discusses Lygus Bug in greenhouse crops\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1623,['Managing wet soils'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/soil-and-land/soil-and-water/managing-wet-soils'],"['\nSaturated soils result in fields that cannot be accessed or worked, resulting in delayed seeding and lost cropping opportunities.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n1-613-773-1081\n\naafc.info.aac@agr.gc.ca\n\n'],18
1624,['Managing your Pastures and Rangeland during Dry Conditions'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/livestock/beef/managing-your-pastures-and-rangelands-during-dry-conditions.html'],['\nProvides information on Managing your Pastures and Rangeland during Dry Conditions\n'],['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],18
1625,['Mandatory Chronic Wasting Disease Surveillance Program'],['Guides/Information'],[],['https://www.alberta.ca/mandatory-chronic-wasting-disease-surveillance-program.aspx'],"[""\nAlberta's Chronic Wasting Disease (CWD) test results in farmed cervids.\n""]",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nOffice of the Chief Provincial Veterinarian\n1-780-415-0810\n1-780-427-3448\n1-800-524-0051\n'],18
1626,['Mandatory Implementation of Microbial Control Interventions on Carcasses in Provincially Licensed Abattoirs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/inspection/meatinsp/m-i-p-r/microbialcontrol.htm'],['\nInformation on implementation of microbial control interventions.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1627,['Mandatory Training in Hygiene and Food Safety'],[],[],['https://www.mapaq.gouv.qc.ca/Fr/Transformation/Qualitedesaliments/Hygienesalubrite/Pages/Hygienesalubrite.aspx'],"['\nThe Food Regulations mandate training in food hygiene and safety. It applies to all establishments where food is prepared, whether or not it is operated under a MAPAQ permit.\n']","['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-418-380-2169\n1-800-463-5023\n\nsmsaia@mapaq.gouv.qc.ca\n\n'],18
1628,['Manitoba 4-H Council'],[],[],['https://4h.mb.ca/'],['\nProvides programs that help youth develop life skills.\n'],['\nManitoba 4-H Council\n'],"['\nLeslie Bryde\n1129 Queens Avenue, Brandon, MB, R7A 1L9\n1-204-726-6136\n1-204-726-6260\n\nlbryde@4h.mb.ca\n\n']",18
