,programTitle,infoCat,region,url,description,organization,contact,page
2445,['Surface Drainage'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/land_and_environment/environmental_sustainability/surface_drainage.html'],['\nSurface drainage is the orderly removal of excess water from the surface of land through improved natural channels or constructed ditches and through shaping of the land.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],27
2446,['Surveillance'],[],[],['https://cap.alberta.ca/CAP/program/SURVEILLANCE'],"['\nThe purpose of the Surveillance Program is to close gaps in surveillance in order to increase the early detection of existing and emerging livestock diseases, crop pests, bee pests, foodborne hazards, and other risks affecting plant, animal, and public health.\n']",['\nAlberta Department of Agriculture and Forestry\n'],"['\nDrew Hiltz - Animal Health\n\nDrew.Hiltz@gov.ab.ca\n\n1-780-427-8228\n', '\nTanya Warren - Plant health\n\nTanya.Warren@gov.ab.ca\n\n1-780-643-9486\n', '\nFood Safety\n\nCAP.foodsafety@gov.ab.ca\n\n']",27
2447,['Surveillance and Emergency Management Sub-Program'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/surveillance-and-emergency-management-sub-program'],['\nThe Surveillance and Emergency Management Initiative Sub-Program will provide support for surveillance and emergency management plans.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n\nassurance@gov.pe.ca\n\n1-902-368-4857\n1-902-368-4880\n1-866-734-3276\n'],27
2448,['Survey of Ontario Custom Farmwork Rates charged in 2018'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/2018customrates.htm'],['\nSurvey results of rates charged in 2018 by 200 Ontario custom farmwork operators are summarized on a provincial basis and also by 6 smaller regional areas.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2449,['Survey of Pesticide Use in Ontario'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/pesticide-use.htm'],"['\nEstimates of pesticides used on field crops, fruit and vegetable crops, and other Agricultural Crops\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2450,"['Sustainability in PEI Agriculture, Aquaculture and Fisheries']",[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/sustainability-pei-agriculture-aquaculture-and-fisheries'],"['\nThe Department of Agriculture and Land and the Department of Fisheries and Communities maintain policies and programs to ensure the actions of the present day do not diminish the ability of future generations to provide for their needs, maintain their health, and enjoy their lives.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n\nDeptAgLand@gov.pe.ca\n\n'],27
2451,['Sustainable Agricultural Land Management around Wetlands on the Canadian Prairies'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/soil-and-land/sustainable-agricultural-land-management-around-wetlands-canadian-prairies'],['\nLand management recommendations to maximize agricultural production goals and wetland ecological functions.\n'],['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n1-613-773-1081\n\naafc.info.aac@agr.gc.ca\n\n'],27
2452,['Sustainable Growth Investment'],[],[],['https://www.fadq.qc.ca/en/sustainable-growth-investment/description/'],"['\nThis program was put in place for farmers who have projects to put forward, regardless of their production sector or which life cycle their business is in. It aims to support productive and sustainable investments.\n']",['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],27
2453,['Sustainable Management of Nutrients on the Landscape for In-field Livestock Winter Feeding Systems'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/soil-and-land/soil-nutrients/sustainable-management-nutrients-landscape-field-livestock-winter-feeding-systems'],"['\nWhile the focus here is primarily on sustainable management of nutrients on the landscape, producers should consider all aspects of their in-field winter feeding system before making any changes.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n1-613-773-1081\n\naafc.info.aac@agr.gc.ca\n\n'],27
2454,['Sustainable Protein Action Framework'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/protein/sustainability/index.html'],['\nManitoba recognizes the important balance of maintaining strict environmental oversight while supporting sustainable growth in the livestock industry.\xa0\n'],['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n'],27
2455,['Swift Current Research and Development Centre'],[],[],['https://profils-profiles.science.gc.ca/en/research-centre/swift-current-research-and-development-centre'],"[""\nThe Centre's mandate is to address severe drought, erosion, frost, pests, and crop disease related problems, and to provide support to the expanding settlements in the region characterized by a semi-arid climate.\n""]",['\nAgriculture and Agri-Food Canada\n'],"['\nSwift Current, Saskatchewan\n\naafc.swiftcurrentrdc-crdswiftcurrent.aac@agr.gc.ca\n\n1-306-770-4400\n1-613-773-2600\n']",27
2456,['Swine'],['Guides/Information'],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/animals/livestock/swine/'],['\nInformation on commercial swine production in Newfoundland and Labrador.\n'],"['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n1-709-637-2589\n1-709-637-2077\n'],27
2457,['Swine - Health Management and Biosecurity'],[],[],['http://www.omafra.gov.on.ca/english/livestock/swine/health.html'],['\nInformation for Ontario pork producers on swine health management and biosecurity.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\n\n1-877-424-1300\n'],27
2458,['Swine Importation Permits'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/swine-importation-permits'],['\nHaving a Swine Importation Permit helps prevent the introduction of swine diseases not currently found on Prince Edward Island.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-368-4880\n1-866-734-3276\n\nDeptAgLand@gov.pe.ca\n\n'],27
2459,['Table Potatoes'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/table_potatoes.html'],['\nInformation on New Brunswick table potatoes.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-392-5102\n1-506-392-5199\n1-888-622-4742\n'],27
2460,['Tailgate Talks'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/tailgate-talks'],['\nTailgate Talks is a video series produced by Department of Agriculture and Land to showcase our important agriculture industry on PEI.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n1-902-368-4857\n\nDeptAgLand@gov.pe.ca\n\n'],27
2461,['Take an Accurate Hay Sample'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/info_haysamp.htm'],['\nInformation on taking an accurate hay sample.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],27
2462,['Taking Stock: Self Assessment Tool'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/business-market-development/agrifood-business-management/taking-stock'],"['\nThe Taking Stock workbook will assess your farm management systems, knowledge, and skills.\n']",['\nBC Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],27
2463,['Tarnished Plant Bug'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/tarnished_plant_bug.html'],['\nInformation on the tarnished plant bug.\xa0\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-392-5102\n1-506-392-5199\n1-888-622-4742\n'],27
2464,['Tarnished Plant Bug Damage on Vegetable Crops in Ontario'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/98-025.htm'],"['\nThis Factsheet will summarize symptoms of damage, monitoring guidelines and management options for several vegetable crops\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2465,['Tarnished Plant Bugs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/tarnished-plant-bug.html'],['\nInformation on tarnished plant bugs and apples.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2466,['Tax Information for Farmers'],[],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/farm-business-management/tax-information-for-farmers'],['\nInformation on the application of tax and tax programs available to Saskatchewan farmers.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3727\n1-800-667-6102\n1-306-694-3938\n\nSaskTaxInfo@gov.sk.ca\n\n'],27
2467,['Taxation on the Sale of Farm Business Assets'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-031.htm'],['\nThis Factsheet provides information to farmers who are considering the sale of their farming assets.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],27
2468,['Taxation on the Transfer of Farm Business Assets to Family Members'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-039.htm'],['\nThis factsheet deals with the tax implications of transferring farm assets to family members and the options available to minimize tax.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2469,['Tea and Herbal Association of Canada'],[],[' Across Canada '],['https://www.tea.ca/'],['\nRepresents the Canadian tea and herbal industry.\n'],['\nTea and Herbal Association of Canada\n'],"['\n25 Adelaide St. East, Suite 711, Toronto, ON, M5C 3A1\n\ninfo@tea.ca\n\n1-416-510-8647\n']",27
2470,['Teacher Resources'],[],[],['http://novascotia.ca/agri/programs-and-services/educational-resources/teacher-resources/'],"['\nProvides guides, handbooks, and support for classroom activities for teachers at all grade levels.\n']",['\nNova Scotia Department of Agriculture\n'],['\n\nageducation@novascotia.ca\n\n1-902-424-4671\n1-902-424-4560\n1-800-279-0825\n'],27
2471,['Techno-Economic Studies Support Program'],[],[],['https://www.fadq.qc.ca/en/techno-economic-studies-support-program/description-of-the-techno-economic-studies-support-program/'],['\nThis program aims to enable La Financière agricole du Québec (FADQ) to financially support associations of agricultural producers in sectors not covered by the Farm Income Stabilization Insurance Program (ASRA) or supply management for the a technical and economic portrait relating to their production activity.\n'],['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],27
2472,['Techno-economic profile support program'],[],[],['https://www.fadq.qc.ca/en/techno-economic-profile-support-program/description-of-the-techno-economic-profile-support-program/'],['\nThis program aims to help La Financière agricole du Québec (FADQ) financially support agricultural producer associations in sectors not covered by the Income Stabilization Insurance (ASRA) program or by supply management for the realization of techno-economic studies in their area of activity.\n'],['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],27
2473,['Technologies for Value-Added Agriculture'],[],[],['https://novascotia.ca/programs/technologies-for-value-added-agriculture/'],"['\nThe Technologies for Value-Added Agriculture program supports agricultural producers and processors who want to advance their operations through innovation, efficiency and quality improvements.\xa0\n']",['\nNova Scotia Department of Agriculture\n'],['\n1-902-893-6377\n1-866-844-4276\n1-902-893-7579\n'],27
2474,['Technology Transfer Program'],[],[],['https://www.ontariobee.com/outreach/ttp'],"['\nConduct research for Ontario’s beekeeping industry, to facilitate a honey bee breeding program in Ontario and to transfer information, skills and methodologies to the beekeepers.\n']","[""\nOntario Beekeepers' Association\n""]",['\n905-636-0661\n905-636-0662\n\nhttps://www.ontariobee.com/inside-oba/contact-us\n\n'],27
2475,['Technology Transfer and Licensing'],[],[' Across Canada '],['https://agriculture.canada.ca/en/scientific-collaboration-and-research-agriculture/technology-transfer-and-licensing-agriculture'],['\nGenerating new ideas and turning them into useful products for Canadians is a priority for Agriculture and Agri-Food Canada. We partner with industry to bring new technologies to the market.\xa0\n'],['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.info.aac@agr.gc.ca\n\n1-613-773-1081\n1-613-773-2600\n1-855-773-0241\n'],27
2476,['Technology and Science Adoption Sub-Program'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/technology-and-science-adoption-sub-program'],"['\nThe Technology and Science Adoption Sub-Program will support the adoption and/or implementation of best practices, new technologies, and processes that will improve efficiency and profit margins.\xa0\xa0\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n\narip@gov.pe.ca\n\n1-902-368-4857\n1-902-368-4880\n1-866-734-3276\n'],27
